accountname,message,description,imageText,message_translation,description_translation,imageText_translation,link
Pushpendra Kulshrestha fans,,उदयपुर में कन्हैया लाल की बर्बर हत्या के तार अजमेर दरगाह के खादिम गौहर चिश्ती से जुड़ रहे हैं। फिलहाल वह फरार है।,,But what about you?,A plot of red blood transfusion in the U.S. city is connecting to a Azimim sacrifice. He is currently fleeing right now.,But what about you?,https://hindi.opindia.com/national/kanhaiya-lal-murder-connection-ajmer-dargah-khadim-gauhar-chishti/
Pushpendra Kulshrestha fans,,"अब TMC नेता वसीम रजा ने रखा नूपुर शर्मा का सिर काटकर लाने वाले के लिए ₹5 लाख का ईनाम, सोशल मीडिया पर किया ऐलान

#NupurSharma #WasimRaza",,But what about you?,Now the leader has declared on a social media to cut off the head of the nourpurpurity that cuts the head of the site.,But what about you?,https://hindi.opindia.com/politics/tmc-leader-wasim-raza-announces-5-lakhs-bounty-to-the-one-who-beheaded-nupur-sharma/
Pushpendra Kulshrestha fans,,"आत्मरक्षा के लिए लाइसेंसी हथियार रखें हिंदू, दिलाने में हम करेंगे मदद: हरियाणा VHP, हेल्पलाइन नंबर भी जारी

#VHP",,But what about you?,"Let us keep licensed weapons for self-exerce: Truth VHP, GGline number continues #VHP",But what about you?,https://hindi.opindia.com/national/vhp-releases-helpline-numbers-for-hindus-under-threat-from-islamists-help-in-help-in-getting-arms-licence/
Pushpendra Kulshrestha fans,,"डीग की 9 पंचायतों के परिसीमन से मुस्लिमों को फायदा, विरोध में 51 गाँव वालों ने ली भू समाधि, गहलोत सरकार के खिलाफ 16 दिन से आंदोलन जारी

#Rajasthan",,But what about you?,"For the benefit of Islam from the 9th class of Dg's steadfast mind, 51 villages in opposition carried a movement of 16 days against the Vatican government",But what about you?,https://hindi.opindia.com/national/rajasthan-51-villagers-of-bharatpur-took-land-mausoleum-in-protest-against-the-delimitation/
Pushpendra Kulshrestha fans,,"यह हिंदुओं की संस्कृति पर हमले की एक सोची-समझी साजिश है। आधुनिकता, सृजनात्मकता की आजादी के नाम पर ऐसी चीजों को परोसा जा रहा है, जिसका कोई औचित्य नहीं है।",,But what about you?,"It's a thoughtful plot of attack on the culture of the Hindu. Modernity, creativeity, is being served to a name of something that no one can rightly understand.",But what about you?,https://hindi.opindia.com/miscellaneous/entertainment/controversy-over-leena-manimekalai-documentary-kaali-poster-bollywood-entertainment-industry-hinduphobia/
Pushpendra Kulshrestha fans,,"केरल के सरकारी मेडिकल कॉलेज में तालिबानी मॉडल, लैगिंक राजनीति पर इस्लामिक संगठन का कार्यक्रम, पर्दा डाल कर मेल-फीमेल छात्रों के बीच बनाई दीवार

#Kerala",,But what about you?,"The building of the Islamic organization on Lingigyn politics at the government medical college in Ker-fial, Keralmail students in Keralsa.com. #Karera",But what about you?,https://hindi.opindia.com/national/kerala-government-medical-college-islamic-conference-uses-curtain-to-separate-male-female-students/
Pushpendra Kulshrestha fans,,"अजमेर की दरगाह अपने खादिमों की करतूतों को लेकर चर्चा में है। अब ये भी जान लीजिए कि यह दरगाह जिनका है, उनके बारे में इतिहास क्या कहता है। 

अजमेर के मंदिर में गाय काटे जाने के क्या प्रमाण हैं, गायों के खून से मंदिरों को कैसे अपवित्र किया...

#Ajmer #Repost",,But what about you?,"Azmer's discussion of his misdeeds is about what he has done. Now know what the history of the sacrifice says about the sacrifices he has made in the house of Azmer, which are evidence to be slaughtered at the sacrifice of the cows, how he profaned temples by the blood of the cows.",But what about you?,https://hindi.opindia.com/miscellaneous/indology/islamic-jihad-india-sufi-khwaja-moinuddin-chisti-garib-nawaz-nizamuddin-khilji-hindus-forced-conversions/
Pushpendra Kulshrestha fans,,"‘हिंदुओं को नौकरी नहीं देता है हमदर्द’: हरियाणा में महापंचायत, कहा- भर्तियों में 50% हिस्सा दो, वरना लगाएँगे ताला

#Hamdard #Haryana",,But what about you?,"empathy doesn't provide employment for those who have lost their jobs: Gorillas in everything, share 50% in words, otherwise lock down #Hmdard #Harridini",But what about you?,https://hindi.opindia.com/national/local-hindu-community-demand-50-reservation-in-jobs-at-hamdard-company-manesar/
Pushpendra Kulshrestha fans,,राम राम जी,,But what about you?,Ram G.,But what about you?,https://www.facebook.com/photo.php?fbid=3705804142979144&set=p.3705804142979144&type=3
Pushpendra Kulshrestha fans,,"Celebrate Bloodless Eid! 

Actual photo from Dhaka, 2016.",Celebrate Eid But not as a Festival of Blood RESPECT LAWS AGAINST AAL CRUELTY CARE FOR THE ENVIRONMENT,But what about you?,"Celebrate Benwoodt!J.J. photo from Dahaka, 2016.",Celebrate Extend,https://www.facebook.com/photo.php?fbid=10166298668630203&set=p.10166298668630203&type=3
Pushpendra Kulshrestha fans,,"कभी-कभी कलम छोड़ कर, सड़क पर उतरना भी ज़रूरी हो जाता है। कल मैंने यही किया।

दिल्ली में कल जेहादी सोच के खिलाफ संविधान संकल्प यात्रा निकाली गई। 

करीब एक लाख जागरूक सनातनियों के साथ मैं भी इस यात्रा का हिस्सा बना। मंडी हाउस से जंतर-मंतर तक मार्च किया। 
#संकल्प_मार्च
#HinduSankalpMarch",,But what about you?,"Sometimes it gets necessary to leave the pen, get down on the street. Tomorrow I did this.",But what about you?,https://www.facebook.com/prakharshri78/videos/5374206372669056/
Pushpendra Kulshrestha fans,,"देखिये धूर्तता का खेल... सावधान रहिये, सतर्क रहिये !

भीलवाड़ा में तौफीक और दानिश ने एक दलित युवक विशाल खटीक से दुश्मनी निकालने के लिए उसकी सोशल मीडिया अकाउंट का स्क्रीनशॉट लेकर उसे एडिट किया और सांप्रदायिक आपत्तिजनक टिप्पणी लिखकर वायरल कर दिया। उसके बाद दलित युवक के खिलाफ अंजुमन कमेटी के अब्दुल की शिकायत पर थाने में मामला दर्ज किया गया। पुलिस ने दलित युवक को गिरफ्तार कर 7 दिन के लिए जेल भी भेज दिया।

बाद में जांच में सामने आया कि विशाल पूरी तरह से बेकसूर था और उसे दुश्मनी के चलते जेल जाना पड़ा। इसके बाद भीलवाड़ा पुलिस ने तौफीक और दानिश को शुक्रवार को गिरफ्तार कर लिया है।

पूरा सच सामने आने के बाद भी जेहादी लोग विशाल को जान से मारने की धमकी दे रहे हैं। सोचिए विशाल को कुछ हो जाता है, तो कौन जिम्मेदार होगा? ध्यान रखिये, ये आपके और हमारे साथ भी हो सकता है।",,But what about you?,"Look, be careful of the tricky game, stay alert, moan and Danish have taken a group of young men to drive an enemy out of the big party with their social media screening and written a brief comment to them. After that, the case was written in the case of a group of youths who were arrested for questioning the case for 7 days.",But what about you?,https://www.facebook.com/prakharshri78/photos/a.718574435334171/1347667869091488/?type=3
Pushpendra Kulshrestha fans,,"यकीन नहीं होता 
#आदिशंकराचार्य की भूमि केरल आज ""हिन्दू मुक्त"" होने के कगार पर है ।
और हिन्दू कहते हैं मिटती नहीं ""हस्ती"" हमारी ।।",,But what about you?,"It's not hard to believe that Keralsa's land of early beauty is on the verge of being ""free"" today, and Hindus say, ""Ours is not complete.""",But what about you?,https://www.facebook.com/100075361377838/posts/pfbid02qJ7A9AunnkVXfGEt5Ln4uPfqVhm6cAYJmTnhZSDC5DgTh4QSR2iw2iiX6fD8bs4ml/
Love jihad लव जिहाद,"कुरबानी या हत्या की ट्रेनिंग ! मुसलमान कई त्यौहार मानते हैं . जिनमें ""ईदुज्जुहा ""प्रसिद्ध और प्रिय त्योहर माना जाता है . भारत में इसे ""बकरीद "" भी कहते हैं .अरबी में ईदुज्जुहा का अर्थ बलिदान ( Sacrifice ) नहीं बल्कि "" पशुवध का आनंद ""( Joy of slaughter ) हैं.क्योंकि इसमें लाखों जानवरों का क़त्ल होता है .मुसलमानों का दावा है कि यह त्यौहार नबी इब्राहीम की अल्लाह के प्रति निष्ठा, भक्ति और उनके लडके इस्माइल की कुर्बानी को याद करने के लिए मनाया जाता है .और मुहम्मद साहब उसी इस्माइल के वंशज थे .चूँकि इब्राहीम की कथा इस्लाम से पहले की है और इब्राहीम के बारे में जो सही जानकारी बाइबिल , कुरान और हदीसों से मिलती वह इस प्रकार है . 1-इब्राहीम का परिचय इब्राहीम إبراهيم‎ का काल लगभग 2000 साल ई ० पू से 1500 ई० पूर्व माना जाता है . इसके पिता का नाम मुसलमान ""आजर آذر"" और यहूदी ""तेराह Terah""( תָּרַח )बताते है .इब्राहीम "" ऊर "" शहर में पैदा हुआ था . जो हारान प्रान्त में था . वहां से इब्राहीम कनान प्रान्त में जाकर बस गया था .और उसके साथ उसकी बहिन ( पत्नी ) और भतीजा लूत भी आगये थे .इब्राहिम को एक गुलाम लड़की "" हाजरा "" मिली थी . जिस से उसने इस्माइल नामक लड़का पैदा किया था .जिसे मुहम्मद का पूर्वज माना जाता है . इब्राहीम और सारह से जो लड़का हुआ था उसका नाम ""इसहाक "" था .मुसलमान इनको नबी मानते हैं .यहूदी इसे अबराहाम(אַבְרָהָם ) कहते हैं . जिसका अर्थ है जातियों का बाप .मुसलमान इब्राहीम को एक ,सदाचारी ,सत्यनिष्ठ ,और अल्लाह का परम भक्त नबी कहते हैं .लेकिन वास्तविकता यह है कि, 1-इब्राहीम का देशत्याग जब इब्राहीम अपने हारान देश को छोड़ कर कनान जाने लगा ,तो उसके साथ , लूत ,साराह अपनी सम्पति भी ले गया और वहीँ बस गया ""बाईबिल .उत्पत्ति 12 :3 से 5 2-इब्राहीम झूठा और स्वार्थी था अबू हुरैरा ने कहा कि रसूल ने बताया , इब्राहीम झूठ बोलते थे .उनके प्रसिद्ध तीन झूठ इस प्रकार हैं ,एक मैं बीमार हूँ , दूसरा मैंने मूर्तियाँ नहीं तोड़ी . यह दोनो झूठ अल्लाह के लिए बोले थे . और तीसरा झूठ सराह के बारे में था , कि यह मेरी बहिन है . ""حَدَّثَنَا مُحَمَّدُ بْنُ مَحْبُوبٍ، حَدَّثَنَا حَمَّادُ بْنُ زَيْدٍ، عَنْ أَيُّوبَ، عَنْ مُحَمَّدٍ، عَنْ أَبِي هُرَيْرَةَ ـ رضى الله عنه ـ قَالَ لَمْ يَكْذِبْ إِبْرَاهِيمُ ـ عَلَيْهِ السَّلاَمُ ـ إِلاَّ ثَلاَثَ كَذَبَاتٍ ثِنْتَيْنِ مِنْهُنَّ فِي ذَاتِ اللَّهِ عَزَّ وَجَلَّ، قَوْلُهُهَاجَرَ فَأَتَتْهُ، وَهُوَ قَائِمٌ يُصَلِّي، "" Sahih Al- Bukhari, Vol.4, Bk 55-Hadith No 578, Translation by Dr. Muhsan Khan इब्राहीम के तीन झूठ यह हैं , 1-जब इब्राहीम ने चुपचाप देवताओं की मूर्तियाँ तोड़ दी ,और लोगों ने पूछा बताओ क्या यह काम तुमने किया है .तो इब्राहीम बोला मैंने नहीं यह तो सबसे बड़े देवता का काम है ""सूरा -अम्बिया 21 :62 से 63 2-जब लोगों ने इब्राहीम के पूछा कि तुम्हारा अल्लाह यानी दुनिया के स्वामी के बारे में क्या विचार है ,इब्राहीम आकाश के तारों को देखता रहा , और बोला मैं तो बीमार हूँ ""सूरा -अस सफ्फात 37 :87 से 89 3-इब्राहीम ने साराह के बारे में कहा बेशक यह मेरी बहिन है , और मेरे बाप की बेटी है ,लेकिन मेरी सगी माँ की बेटी नहीं है .इसलिए अब यह मेरी पत्नी बन गयी है "" बाइबिल .उत्पत्ति 20 :13 3-इब्राहीम पर लानत जो भी अपनी बहिन के साथ सहवास करे उस पर लानत , चाहे वह उसकी सगी बहिन हो या सौतेली .तो सब ऐसे व्यक्ति पर लानत करें और कहें आमीन ' बाइबिल .व्यवस्था 27 :22 तुम पर हराम हैं , तुम्हारी बहिनें "" सूरा -निसा 4 :23 4-इब्राहीम का पापी परिवार इब्राहीम के काबिले में लड़कों के साथ कुकर्म करने का रिवाज था और उसका भतीजा लूत भी ऐसा था . इस कुकर्म को लूत के नाम से ""लावातत"" कहा जाता है .इनकी लीला दखिये , एक दिन कुछ सुन्दर लडके लूत से मिलने आये ,तो उन्हें देख कर लोग आगये .इस से लूत चिंतित हो गया .और उन लोगों को रोकना कठिन होने लगा .क्योंकि वहां के लोग लड़कों के साथ कुकर्म "" Sodomy"" करते थे . लूत ने उन लोगों से कहा इन लड़कों को छोडो यह मेरी बेटियां हैं यह इस काम के लिए अधिक उपयोगी हैं .लेकिन लोग बोले तू जानता है कि हमें क्या पसंद है ""सूरा -हूद 11 :77 और 78 जिस तरह इब्राहीम ने अपनी बहिन से सहवास किया था उसका भतीजा लूत भी महा पापी था .यह बाइबिल बताती है . ""एक रात लूत की लड़कियों ने तय किया कि आज हम अपने पिता को खूब शराब पिलायेंगे .और उसके साथ सहवास करेंगे .पहले एक लड़की बाप के साथ सोयी , फिर बारी बारी से सभी बाप के साथ सोयीं .इस तरह सभी अपने बाप से गर्भवती हुयीं ""बाईबिल -उत्पत्ति 19 :30 से 36 5-इब्राहीम की रखैल हाजरा इब्राहीम सदाचारी नहीं था ,यह जानकर शैतान ने एक लड़की हाजरा इब्राहीम के पास भेज दी थी .इस से इब्राहीम ने सहवास किया था . अबू हुरैरा ने कहा कि रसूल ने कहा है , शैतान ने ही हाजरा को इब्राहीम के पास इसलिए भेजा था कि वह उसे दासी के रूप में स्वीकार कर लें .और जब वह इब्राहीम के पास गयी तो इब्राहीम बोला . अल्लाह ने मुझे एक लड़की दासी भेज दी है . ""وقال: 'لقد بعث الله لي الشيطان. اصطحابها إلى إبراهيم وهاجر تعطي لها "". جاء ذلك عادت لإبراهيم وقال: ""الله أعطانا فتاة الرقيق للخدمة "" Sahih al-Bukhari, Volume 3, Book 34, Number 420 6-इस्माइल की झूठी पैदायश चूँकि उस समय काफी बूढ़ा हो चूका था , और उसकी पत्नी सारह बाँझ थी ,इसलिए इब्राहीम और हाजरा ने मिलकर एक साजिश रची और कहीं से एक ताजा बच्चा लोगों को दिखा दिया , कि यह बच्चा हाजरा ने पैदा किया है .और इब्राहिम ने उस बच्चे का नाम इस्माइल रखा था . एक दिन इब्राहीम तड़के भोर में उठा ,और अँधेरे में हाजरा को तैयार किया .और उसे एक बच्चा दिया .फिर हाजरा ने उस बच्चे को झाड़ियों में छुपा दिया .और हाजरा इस तरह से चिल्लाने लगी जैसे बच्चा जनने की पीड़ा हो रही हो .और जब बच्चे के रोने की आवाज लोगों ने सुनी तो लोगों ने समझा हाजरा ने बच्चे (truncated)",,,"The Muslims believe a number of festivals, both of which are known and loved. In India it is also called ""Birdish"" as a sacrifice.",But what about you?,But what about you?,https://www.youtube.com/watch?v=rgrB9X_mINU&feature=related
Love jihad लव जिहाद,"Aaj Tak on Bakrid: ""This Bakrid, serve your guests these delicious mutton dishes."" Ok! Aaj Tak on Diwali: ""Traditional fried dishes and sweets harm our health on Diwali. These foods increase issues like acidity, bloating and constipation. These five remedies can be useful.""",,"Aaj Tak 8h इस बकरीद मेहमानों को खिलाएं मटन बनी स्वादिष्ट डिश Aaj Tak 5No दिवाली परट्रेडिशनल एसिडिटी, ब्लॉ्टिंग फूलना) फेस्टिव सीजन ऐसी किसी समस्या से सेहत को नुकसान पहुंचातेहै.ये दिक्कतों बढ़ावा हैंतो इन्हें तरीकों दू किया जा सकता aajtak.in Bakrid Special Mutton: मटन Like नया ट्विस्ट तैयार करें लजीज डिश, चेक aajtak.in रेसिपी Comment Matin Patel and टिप्स others Share Like Comment Share","Adj Tall on bed: ""It's the barbilved, your genes are these derivals."" Ok!",But what about you?,"Aaj Tikd 8h gives this goat to be served by Mutton e. Aaja della Takre della content, Bloning fertilization (e. g. g. g. g. oscart) to cause harm to the health of any of these problems.",https://www.facebook.com/photo.php?fbid=432380842236431&set=a.146597190814799&type=3
Pushpendra Kulshrestha fans,,,The Lallantop 2d. आज सिन्दूर जिस तरह से बनता है वो फायदा कम और नुकसान ज्यादा करता है. पति के लिए लगाया सिंदूर i आपके लिए जहर भी हो सकता है! The Oddnaarie THELALLANTOP.COM एक चुटकी सिंदूर की कीमत सेहत से बढ़कर तो नहीं!,But what about you?,But what about you?,The Lallantap 2nd. The way sind today benefits less and more damage. The husband may also be poison to you!,
Pushpendra Kulshrestha fans,,यह देश सुरक्षित नहीं हैं और बाहर से ख़तरा नहीं हैं इसे अंदर से ख़तरा हैं...विडियो शेर ज़रुर करे...,,But what about you?,The country is not safe and is not at risk outside there are threats to it from inside... to do audio lions...,But what about you?,https://www.facebook.com/pushpendrakuldelhi001/videos/3373245509468190/
Sonu Sood Fans Club,हरियाणा के मानेसर में स्थानीय लोगों की बड़ी पहल हमदर्द कम्पनी में हिन्दुओं को 50% आरक्षण नहीं देने पर कम्पनी बंद करवाने का किया एलान।,हरियाणा में हुई महापंचायत के बाद दवा कंपनी हमदर्द में हिंदुओं को 50 फीसदी आरक्षण देने की मांग की गई है. मांग पूरी नही....,,"The big initiative of the local people in the footsteps of Herays is to protect them from 50% in a sympathetic company, but to close up the company.",The drug company is required to provide 50% of ransom to the victims in empathy after it has become a source of hate. demand doesn't complete....,But what about you?,https://appearnews.com/in-manesar-haryana-a-big-initiative-of-local-people-announced-to-shut-down-the-company-for-not-giving-50-percent-reservation-to-hindus-in-hamdard-company/
Pushpendra Kulshrestha fans,,"अयोध्या ब्लास्ट का आरोपित रहमतउल्ला गिरफ्तार: घर में ही फट पड़ा था बारूद… UP पुलिस को मिले थे 9 बोरे विस्फोटक

#Ayodhya #UPPolice",,But what about you?,Ayodhydhya Blanc arrested the arrest of Blanc: The land was torn in the house... The UP police had 9 pack explosives. #AYOPOPOYA #PEPEX,But what about you?,https://hindi.opindia.com/national/ayodhya-police-arrest-rahamatullah-in-inayat-nagar-blast-case/
Pushpendra Kulshrestha fans,,"मीट नहीं खाएगी तो मुस्लिम नहीं बनेगी’: अश्लील वीडियो से ब्लैकमेल होकर सरिता बनी सानिया, हिंदू नाम रख इमरान ने किया था निकाह

#LoveJihad #UPPolice",,But what about you?,"No food will eat to the Muslim: Cinya, a Hindu by blackmail from an immoral video, married #LIEJA #PEPEPEP",But what about you?,https://hindi.opindia.com/national/love-jihad-muslim-man-married-hindu-girl-after-conversion-forced-to-eating-meat/
Pushpendra Kulshrestha fans,,"ईद में नंगा नाच: 42 सदस्यीय डांस ग्रुप की लड़कियों को नंगा नचाया, 800 की भीड़ ने खंजर-कुल्हाड़ी से धमकाया

2 साल के बाद क्या बदल गई है ऐसी मानसिकता? 

#CrimesAgainstHumanity #RePost",,But what about you?,"Cloth dancing at a gathering: 42 member dance girls naked, 800 were threatened by blona--what has this mental attitude changed since 2 years? #CILASILASASILASIL'S MIRTITITUS MUST MORRY #RP.",But what about you?,https://hindi.opindia.com/national/dance-troupe-women-on-knife-point-to-dance-naked-during-eid-celebrations-in-assam/
RSS Fan Club,"अगले 5 साल में भारत से पेट्रोल और डीजल का नामोनिशान खत्म हो जाएगा, नीतिन गडकरी ने कहा…",देश में ईंधन की बढ़ती कीमतों से आम जनता परेशान है। इस बीच पेट्रोल को लेकर केंद्रीय परिवहन मंत्री नितिन गडकरी का एक ....,,"In the next 5 years, the fuel and dies from India, policymakers said...",The growing cost of fuel fuel in the country is disturbing the common people.,But what about you?,https://appearnews.com/petrol-and-diesel-will-be-eliminated-from-india-in-the-next-5-years-nitin-gadkari-said/
Bharat Trend,"अगले 5 साल में भारत से पेट्रोल और डीजल का नामोनिशान खत्म हो जाएगा, नीतिन गडकरी ने कहा…",देश में ईंधन की बढ़ती कीमतों से आम जनता परेशान है। इस बीच पेट्रोल को लेकर केंद्रीय परिवहन मंत्री नितिन गडकरी का एक ....,,"In the next 5 years, the fuel and dies from India, policymakers said...",The growing cost of fuel fuel in the country is disturbing the common people.,But what about you?,https://appearnews.com/petrol-and-diesel-will-be-eliminated-from-india-in-the-next-5-years-nitin-gadkari-said/
IndiaVirals,"अगले 5 साल में भारत से पेट्रोल और डीजल का नामोनिशान खत्म हो जाएगा, नीतिन गडकरी ने कहा…",देश में ईंधन की बढ़ती कीमतों से आम जनता परेशान है। इस बीच पेट्रोल को लेकर केंद्रीय परिवहन मंत्री नितिन गडकरी का एक ....,,"In the next 5 years, the fuel and dies from India, policymakers said...",The growing cost of fuel fuel in the country is disturbing the common people.,But what about you?,https://appearnews.com/petrol-and-diesel-will-be-eliminated-from-india-in-the-next-5-years-nitin-gadkari-said/
True Nationalist,"अगले 5 साल में भारत से पेट्रोल और डीजल का नामोनिशान खत्म हो जाएगा, नीतिन गडकरी ने कहा…",देश में ईंधन की बढ़ती कीमतों से आम जनता परेशान है। इस बीच पेट्रोल को लेकर केंद्रीय परिवहन मंत्री नितिन गडकरी का एक ....,,"In the next 5 years, the fuel and dies from India, policymakers said...",The growing cost of fuel fuel in the country is disturbing the common people.,But what about you?,https://appearnews.com/petrol-and-diesel-will-be-eliminated-from-india-in-the-next-5-years-nitin-gadkari-said/
Sanatan Press,"अगले 5 साल में भारत से पेट्रोल और डीजल का नामोनिशान खत्म हो जाएगा, नीतिन गडकरी ने कहा…",देश में ईंधन की बढ़ती कीमतों से आम जनता परेशान है। इस बीच पेट्रोल को लेकर केंद्रीय परिवहन मंत्री नितिन गडकरी का एक ....,,"In the next 5 years, the fuel and dies from India, policymakers said...",The growing cost of fuel fuel in the country is disturbing the common people.,But what about you?,https://appearnews.com/petrol-and-diesel-will-be-eliminated-from-india-in-the-next-5-years-nitin-gadkari-said/
We Support Hindutva,देश के रक्षा मंत्री राजनाथ सिंह के जन्मदिन पर पढ़ें उनकी यात्रा !,“हम इसकी कड़ी से कड़ी निन्दा करते हैं….” यह लाइन हमने सोशल मीडिया पर कभी न कभी तो अवश्य सुनी होगी। पर इस लाइन का उपहास ज...,,Read his journey at the birthday of Rajanoth the minister of the country!,"This line we've never heard of on social media, but we laughed at this line...",But what about you?,https://tfipost.in/2022/07/rajnath-singh-the-man-whom-bjp-really-owes-a-lot/
पुष्पेंद्र कुलश्रेष्ठ फैंस क्लब,"अगले 5 साल में भारत से पेट्रोल और डीजल का नामोनिशान खत्म हो जाएगा, नीतिन गडकरी ने कहा…",देश में ईंधन की बढ़ती कीमतों से आम जनता परेशान है। इस बीच पेट्रोल को लेकर केंद्रीय परिवहन मंत्री नितिन गडकरी का एक ....,,"In the next 5 years, the fuel and dies from India, policymakers said...",The growing cost of fuel fuel in the country is disturbing the common people.,But what about you?,https://appearnews.com/petrol-and-diesel-will-be-eliminated-from-india-in-the-next-5-years-nitin-gadkari-said/
Kusum singh,"अगले 5 साल में भारत से पेट्रोल और डीजल का नामोनिशान खत्म हो जाएगा, नीतिन गडकरी ने कहा…",देश में ईंधन की बढ़ती कीमतों से आम जनता परेशान है। इस बीच पेट्रोल को लेकर केंद्रीय परिवहन मंत्री नितिन गडकरी का एक ....,,"In the next 5 years, the fuel and dies from India, policymakers said...",The growing cost of fuel fuel in the country is disturbing the common people.,But what about you?,https://appearnews.com/petrol-and-diesel-will-be-eliminated-from-india-in-the-next-5-years-nitin-gadkari-said/
Pushpendra Kulshrestha fans,,"झारखंड के शिव मंदिर में फेंका बीफ, तनाव के कारण इलाके में भारी फोर्स तैनात: साफ़-सफाई के बाद किया गया मंदिर का शुद्धीकरण

#Jharkhand #HinduTemple",,But what about you?,A heavy force set up in the area because of tension at the croft temple: Paff of the temple cleansed after cleaning #Jharikhan #Hindin,But what about you?,https://hindi.opindia.com/national/beef-thrown-in-shiv-temple-jharkhand-lohardaga-rampur-village/
Amit Shah Fans Team,"अगले 5 साल में भारत से पेट्रोल और डीजल का नामोनिशान खत्म हो जाएगा, नीतिन गडकरी ने कहा…",देश में ईंधन की बढ़ती कीमतों से आम जनता परेशान है। इस बीच पेट्रोल को लेकर केंद्रीय परिवहन मंत्री नितिन गडकरी का एक ....,,"In the next 5 years, the fuel and dies from India, policymakers said...",The growing cost of fuel fuel in the country is disturbing the common people.,But what about you?,https://appearnews.com/petrol-and-diesel-will-be-eliminated-from-india-in-the-next-5-years-nitin-gadkari-said/
Pushpendra Kulshrestha fans,,"देश भर में 300 लोगों से जुड़े कन्हैया लाल के हत्यारों के तार, उनमें अजमेर का फरार चिश्ती भी: NIA की रडार पर ‘दावत-ए-इस्लामी’

#KanhaiyalalTeli #Udaipur",,But what about you?,"The wire of red killers associated with 300 people around the country, including Hammer's escaper: The enmity on NIA's geographs #Kanishi Algiri",But what about you?,https://hindi.opindia.com/national/300-suspect-on-nia-radar-who-were-connected-with-pakistan-and-killers-of-kanhaiya-lal-at-udaipur-rajasthan/
Pushpendra Kulshrestha fans,,"कबाड़ी के बेटे इकरार कुरैशी ने अमित जाट बन हिन्दू युवती को फाँसा, दुर्गा सप्तशती फाड़ी: कहा – इस्लाम क़बूलो, वरना बेटों के साथ काट कर सूटकेस में…

अप्राकृतिक सेक्स का भी आरोप। खतना को बताया बचपन वाली बीमारी।

Rahul Pandey की रिपोर्ट।

#Agra #LoveJihad",,But what about you?,"Mudhar Chaiy's son Chungi told Adobi of an Apothetian woman being a virgin to become an Apothetian: He said, ""Distin Islam, otherwise by cutting the sons... in the suitcase, charge of unnatural sex as well as child-in's being born.",But what about you?,https://hindi.opindia.com/national/iqrar-qureshi-married-with-hindu-girl-agra-love-jihad-force-her-for-islamic-conversion-up/
Pushpendra Kulshrestha fans,,"‘देश 1400 साल पुराने शरिया से नहीं चलेगा’: ‘हिन्दू संकल्प मार्च’ में भगवा झंडों के साथ शांतिपूर्ण विशाल रैली, उदयपुर-अमरावती जैसी घटनाओं पर चेताया

#HinduSankalpMarch #SankalpMarch",,But what about you?,The country will not go through the past 1400 years of hate: BUVICHIC resolve in March 539 B.C.E. will be reminded of such events as #Hinindu-Spanch,But what about you?,https://hindi.opindia.com/national/opindia-hindu-sankalp-march-ground-report-delhi-vhp-bajrang-dal-country-will-run-by-constitution-not-sharia/
Pushpendra Kulshrestha fans,,"दलितों पर कहीं पत्थर फेंकते कट्टरपंथी, कभी हत्या तो कभी रेप और धमकी: ‘जय भीम-जय मीम’ की पोल खोलती 30+ घटनाएँ

#DalitAtrocities #JaiBheemJaiMeem",,But what about you?,"Some terrorists hurling stones at companies, sometimes killings and threats: the chaos of the umumum-depressed jahrats 30+ Events #Dioproocs #Jiopeemzami",But what about you?,https://hindi.opindia.com/national/30-and-more-incidents-of-dalit-muslim-unity-narrative-crimes-jai-bheem-jai-meem/
Pushpendra Kulshrestha fans,,"6 साल से दलित युवती से रेप कर रहा था मंसूर अली, अश्लील वीडियो भी बनाया: राजस्थान में FIR दर्ज, पीड़िता पर केस वापस लेने का दबाव

#Rajasthan #Tonk #Dalit #Rape",,But what about you?,"The six-year-old girl who had been rapeed to a girl also created immoral videos: FRRCH in Rajasthan, the pressure to get back on the patient #Randnan #Dukhi",But what about you?,https://hindi.opindia.com/national/rajasthan-tonk-mansoor-ali-arrested-rape-dalit-girl-6-years-shoot-video/
Pushpendra Kulshrestha fans,,"हिन्दुओं का पलायन, त्योहारों पर पाबंदी, जुलूस पर हमला, सरस्वती पूजा ‘हराम’: भारत में जहाँ भी मुस्लिम बहुल इलाके, वहाँ शरिया ही कानून

#Muslims #Sharia",,But what about you?,"Refugees flee, bans on celebrations, triumphs on triumphals, worshipal sanctity: wherever the majority of Muslim communities in India are, the law #Mususlis #Sicia",But what about you?,https://hindi.opindia.com/national/how-muslim-majority-areas-hindus-forced-to-flee-or-adopt-sharia-incidents-of-anti-hindu-activity/
Pushpendra Kulshrestha fans,,"जुमे (शुक्रवार) को स्कूल में छुट्टियाँ… क्योंकि 70% से अधिक मुस्लिम छात्र: झारखंड के जामताड़ा के 100 स्कूलों में अलग कानून – मीडिया रिपोर्ट

#Jharkhand",,But what about you?,Jume (Szyz) vacation at school because over 70% Muslim students: A different law code in 100 school schools at the Democratic Republic of Democratic Republic of Congo,But what about you?,https://hindi.opindia.com/national/jharkhand-muslim-majority-jamtara-school-holiday-forcefully-on-friday/
